,Name,Groups,Operation System,"EndpointsBreakdown*,Compliance",Next Slot Start,Next Slot End,Exemption,Next Slot StartNext Slot End,Next Slot EndExemption,madsfkzb165.nmhsd.Icl,Intune-Endpoints,Windows 10,"Compliance1|0|7Maintenance WindowExpired, UpdatingEndpoint Group87.50%",Range,Exemption Reason
80,itdsfaws006.nmhsd.Icl,Intune-Endpoints,Windows 10,0|0|24 100.00%,,,,,,,,,,91-100%,Fully Patched
81,madsfkzb156.nmhsd.Icl,Intune-Endpoints,Windows 10,0|0|7 100.00%,,,,,,,,,,91-100%,Fully Patched
82,hsd-5cg0226810.nmhsd.lcl,Intune-Endpoints,Windows 10,1|0|0 0.00%,,,,,"Disconnected,MaintenanceWindow Expired",,,,,<70%,Disconnected
83,MADSFKZB033.nmhsd.Icl,Intune-Endpoints,Windows 10,0|0|11 100.00%,,,,,,,,,,91-100%,Fully Patched
84,madsfkzb110.nmhsd.Icl,Intune-Endpoints,Windows 10,0|0|7 100.00%,,,,,,,,,,91-100%,Fully Patched
85,madsfkzb037.nmhsd.Icl,Intune-Endpoints,Windows 10,6|0|3 33.33%,,,,,"Maintenance Window Expired,WSUS CommunicationProblems, Updating EndpointGroup",,,,,<70%,Maintenance Window Expired
86,MADSFKZB018.nmhsd.Icl,Intune-Endpoints,Windows 10,0|0|7 100.00%,,,,,,,,,,91-100%,Fully Patched
87,hsd-mxl8251hlr.nmhsd.lcl,Intune-Endpoints,Windows 10,1|0|0 0.00%,,,,,"Disconnected,MaintenanceWindow Expired",,,,,<70%,Disconnected
88,ISDCASAZB365.nmhsd.Icl,Intune-Endpoints,Windows 10,0|0|10 100.00%,,,,,,,,,,91-100%,Fully Patched
89,HSD-5CD6506C5Z.nmhsd.lcl,Intune-Endpoints,Windows 10,1|0|0 0.00%,,,,,'MaintenanceWindow Expired,,,,,<70%,Disconnected
90,isdlsb-g02268yy,Intune-Endpoints,Windows 10,30 457.14%,,,,,"Disconnected,MaintenanceWindow Expired",,,,,,Maintenance Window Expired
91,madsfkzb128.nmhsd.Icl,Intune-Endpoints,Windows 10,0|0|7 100.00%,,,,,,,,,,91-100%,Fully Patched
92,hsd-5cg046594k.nmhsd.lcl,Intune-Endpoints,Windows 10,1|0|0 0.00%,,,,,"Disconnected,MaintenanceWindow Expired",,,,,<70%,Disconnected
93,hsd-5cg022423d.nmhsd.lcl,Intune-Endpoints,Windows 10,0|0|1 100.00%,,,,,,,,,,91-100%,Fully Patched
94,hsd-5cg04659dn.nmhsd.lcl,Intune-Endpoints,Windows 10,1|0|0 0.00%,,,,,"Disconnected,MaintenanceWindow Expired",,,,,<70%,Disconnected
95,HSD-4FY5533.nmhsd.Icl,Intune-Endpoints,Windows 10,24|0|0 0.00%,,,,,MaintenanceWindow Expired,,,,,<70%,Disconnected
96,,,,,,,,,,madsfkzb116.nmhsd.Icl,Intune-Endpoints,Windows 10,007100.00%,,Maintenance Window Expired
97,,,,,,,,,,madsfkzb044z.nmhsd.Icl,Intune-Endpoints,Windows 10,007100.00%,,Maintenance Window Expired
98,,,,,,,,,,CSESFDZB342.nmhsd.Icl,Intune-Endpoints,Windows 10,1|0|10MaintenanceWindow Expired90.91%,,Maintenance Window Expired
99,,,,,,,,,,MADSFKZB097.nmhsd.Icl,Intune-Endpoints,Windows 10,0|0|7100.00%,,Maintenance Window Expired
100,,,,,,,,,,APNTSTWS01.nmhsd.Icl,Intune-Endpoints,Windows 10,2|0|10MaintenanceWindow Expired83.33%,,Maintenance Window Expired
101,,,,,,,,,,ditsfazb316.nmhsd.Icl,Intune-Endpoints,Windows 10,0|0|10100.00%,,Maintenance Window Expired
102,,,,,,,,,,MADSFKZB144.nmhsd.Icl,Intune-Endpoints,Windows 10,0|0|7100.00%,,Maintenance Window Expired
103,,,,,,,,,,isdrra-g0226835.nmhsd.lcl,Intune-Endpoints,Windows 10,"1|0|0Disconnected,MaintenanceWindow Expired0.00%",,Maintenance Window Expired
104,,,,,,,,,,isdsfjeb306.nmhsd.Icl,Intune-Endpoints,Windows 10,0|0|10100.00%,,Maintenance Window Expired
105,,,,,,,,,,madsfkzb056.nmhsd.Icl,Intune-Endpoints,Windows 10,0|0|7100.00%,,Maintenance Window Expired
106,,,,,,,,,,madsfkzb040.nmhsd.Icl,Intune-Endpoints,Windows 10,"1|0|7Untested Endpoint,Maintenance WindowExpired, Updating EndpointGroup87.50%",,Maintenance Window Expired
107,,,,,,,,,,isdmorpd635k.nmhsd.Icl,Intune-Endpoints,Windows 10,0|0|10100.00%,,Maintenance Window Expired
108,,,,,,,,,,hsd-5cg022681p.nmhsd.lcl,Intune-Endpoints,Windows 10,"100Untested Endpoint,Maintenance WindowExpired0.00%",,Maintenance Window Expired
109,,,,,,,,,,csesfbzb327.nmhsd.Icl,Intune-Endpoints,Windows 10,0|0|10100.00%,,Maintenance Window Expired
110,,,,,,,,,,ISDMORPD634K.nmhsd.Icl,Intune-Endpoints,Windows 10,0|0|10100.00%,,Maintenance Window Expired
111,,,,,,,,,,madsfdzb363.nmhsd.Icl,Intune-Endpoints,Windows 10,0|0|10100.00%,,Maintenance Window Expired
112,,,,,,,,,,madsfkzb088.nmhsd.Icl,Intune-Endpoints,Windows 10,"107'Disconnected,MaintenanceWindow Expired87.50%",,Maintenance Window Expired
113,,,,,,,,,,hsd-5cg9240c4d.nmhsd.lcl,Intune-Endpoints,Windows 10,"2000.00%Disconnected,MaintenanceWindow Expired",,Maintenance Window Expired
114,,,,,,,,,,madsfkzb012.nmhsd.Icl,Intune-Endpoints,Windows 10,"Disconnected, MaintenanceWindow Expired, UpdatingEndpoint Group1|0|787.50%",,Maintenance Window Expired
115,,,,,,,,,,madsfkzb087.nmhsd.Icl,Intune-Endpoints,Windows 10,007100.00%,,Maintenance Window Expired
116,,,,,,,,,,madsfkzb023z.nmhsd.Icl,Intune-Endpoints,Windows 10,"1|0|7Disconnected,MaintenanceWindow Expired87.50%",,Maintenance Window Expired
117,,,,,,,,,,tanf-dws3192.nmhsd.Icl,Intune-Endpoints,Windows 10,"3|0|1Disconnected,MaintenanceWindow Expired25.00%",,Maintenance Window Expired
118,,,,,,,,,,hsd-mxl8251hqk.nmhsd.lcl,Intune-Endpoints,Windows 10,"1|0|0Untested Endpoint,Maintenance WindowExpired0.00%",,Maintenance Window Expired
119,madsfkzb166.nmhsd.Icl,Intune-Endpoints,Windows 10,0|0|7 100.00%,,,,,,,,,,91-100%,Fully Patched
120,itdsfipd622.nmhsd.Icl,Intune-Endpoints,Windows 10,0|0|10 100.00%,,,,,,,,,,91-100%,Fully Patched
121,isdlsbzb377.nmhsd.Icl,Intune-Endpoints,Windows 10,0|0|10 100.00%,,,,,,,,,,91-100%,Fully Patched
122,hsd-5cg022681x,Intune-Endpoints,Windows 10,1|0|7 87.50%,,,"Disconnected,MaintenanceWindow Expired",,,,,,,81-90%,Maintenance Window Expired
123,madsfkzb137.nmhsd.Icl,Intune-Endpoints,Windows 10,0|0|7 100.00%,,,,,,,,,,91-100%,Fully Patched
124,madsfkzb019.nmhsd.Icl,Intune-Endpoints,Windows 10,0|0|7 100.00%,,,,,,,,,,91-100%,Fully Patched
125,hsd-5cg022421h.nmhsd.lcl,Intune-Endpoints,Windows 10,1|0|0 0.00%,,,"Disconnected, MaintenanceWindow Expired, UpdatingEndpoint Group",,,,,,,<70%,Disconnected
126,hsd-mxl8251hsq.nmhsd.lcl,Intune-Endpoints,Windows 10,24|0|0 0.00%,,,"Disconnected,MaintenanceWindow Expired",,,,,,,<70%,Disconnected
